Date,Fuel_Used_Liters,Coal_Mined_Tonnes,CO2_Emitted_kg,Trapped_Carbon_kg,Potential_CO2_from_Coal_kg
2003-07-16,19452.223664569858,72495.7457266184,52131.95942104722,25373511.00431644,93120785.38584134
2003-07-17,17923.690992650336,69871.60288468015,48035.4918603029,24455061.009638052,89750073.90537165
2003-07-18,16795.804332380463,76322.97577772914,45012.75561077964,26713041.522205196,98036862.38649307
2003-07-19,16707.58878564341,66436.38378500752,44776.33794552434,23252734.324752633,85337534.97184215
2003-07-20,17510.258416222456,64917.83857032947,46927.49255547619,22721243.499615315,83386963.6435882
2003-07-21,15096.153347997713,70915.3974060313,40457.69097263387,24820389.092110958,91090827.96804722
2003-07-22,19948.13731836761,67706.80709472217,53461.008013225204,23697382.48315276,86969393.71317062
2003-07-23,19349.60280351484,68290.94347091924,51856.935513419776,23901830.21482173,87719716.88839574
2003-07-24,14853.338201290815,66741.40639436095,39806.94637945939,23359492.238026332,85729336.51355664
2003-07-25,14365.35289672502,73180.87395962374,38499.14576322306,25613305.885868307,94000832.60113668
2003-07-26,20019.862615013233,69005.69710420024,53653.23180823547,24151993.986470085,88637817.93034521
2003-07-27,15303.46432751328,73754.21320252487,41013.284397735595,25813974.620883703,94737286.85864319
2003-07-28,13886.042291320551,66528.59914893504,37214.59334073908,23285009.702127263,85455985.60680705
2003-07-29,15082.051037514473,66872.78533521139,40419.89678053879,23405474.867323983,85898092.76307902
2003-07-30,17246.716680806512,66605.46553809331,46221.20070456145,23311912.93833266,85554720.48368086
2003-07-31,15063.819240648832,67868.68647510932,40371.03556493887,23754040.26628826,87177327.77727792
2003-08-01,14597.745270889758,69826.68803394905,39121.95732598456,24439340.811882164,89692380.77960753
2003-08-02,14710.074161414319,61591.67752408728,39422.99875259038,21557087.133430548,79114509.77969012
2003-08-03,13614.04066033467,69850.81373356024,36485.62896969692,24447784.80674608,89723370.24075812
2003-08-04,14843.98210944588,62196.834704832014,39781.87205331496,21768892.146691203,79891834.1783567
2003-08-05,14800.01507140703,71593.67541602383,39664.04039137084,25057786.39560834,91962076.0718826
2003-08-06,15412.415740304867,64986.04214129728,41305.27418401704,22745114.749454048,83474571.13049635
2003-08-07,12569.32447498615,72114.6497703471,33685.78959296289,25240127.41962148,92631267.63001083
2003-08-08,13101.821107044427,53460.950386370685,35112.88056687907,18711332.63522974,68670590.77129315
2003-08-09,14897.344605629725,67649.17100685216,39924.883543087664,23677209.852398258,86895360.1583016
2003-08-10,12731.116775932012,61526.47060936713,34119.392959497796,21534264.71327849,79030751.49773206
2003-08-11,16086.537829315655,59736.559498636736,43111.92138256596,20907795.824522857,76731610.67599888
2003-08-12,12009.105276788157,67728.92608973323,32184.402141792263,23705124.131406628,86997805.56226233
2003-08-13,14867.546803160138,66489.29614153825,39845.02543246917,23271253.649538387,85405500.89380588
2003-08-14,11544.843179749356,64969.502718863776,30940.179721728276,22739325.95160232,83453326.24238051
2003-08-15,16763.371849349718,66209.81152122574,44925.83655625725,23173434.03242901,85046502.89901446
2003-08-16,14717.176579960953,74238.36823513701,39442.033234295355,25983428.882297948,95359183.99803346
2003-08-17,12931.47233006499,74658.63902492628,34656.34584457417,26130523.658724196,95899021.8275178
2003-08-18,13535.693323763,65196.88918930874,36275.658107684845,22818911.216258056,83745404.16366707
2003-08-19,11582.233957309421,63859.43743136087,31040.38700558925,22350803.100976303,82027447.38058303
2003-08-20,11377.944061814416,65172.10488616219,30492.89008566264,22810236.710156765,83713568.72627532
2003-08-21,12064.146937687623,58643.57606799845,32331.91379300283,20525251.62379946,75327673.45934401
2003-08-22,13006.046163803036,58450.74717701391,34856.20371899214,20457761.511954866,75079984.74887435
2003-08-23,11928.032313231735,61670.13332403171,31967.12659946105,21584546.663411096,79215286.25471872
2003-08-24,9948.849007645447,56004.023940059975,26662.9153404898,19601408.37902099,71937168.75100704
2003-08-25,14306.59718836775,67391.86312131252,38341.68046482557,23587152.092459377,86564848.17932591
2003-08-26,7907.613734685925,51633.7507947562,21192.40480895828,18071812.778164666,66323552.89586432
2003-08-27,10913.185192473351,55165.977841022344,29247.336315828583,19308092.244357817,70860698.53679319
2003-08-28,10987.441658260808,63633.52208100492,29446.343644138968,22271732.72835172,81737259.1130508
2003-08-29,11991.39690715796,53057.343201134,32136.943711183332,18570070.120396897,68152157.34185661
2003-08-30,9636.82919079919,57977.58870678243,25826.70223134183,20292156.04737385,74472212.69386202
2003-08-31,11411.626373710473,66544.01985927018,30583.158681544068,23290406.95074456,85475793.50923254
2003-09-01,5054.726433487135,45675.440976113896,13546.666841745524,15986404.341639861,58670103.93381829
2003-09-02,11713.922894805259,55693.0850508269,31393.313358078096,19492579.767789412,71537767.74778715
2003-09-03,9466.109881036711,52412.441653752256,25369.174481178386,18344354.57881329,67323781.30424477
2003-09-04,15142.425233288428,47819.53167433782,40581.69962521299,16736836.086018236,61424188.43568692
2003-09-05,12032.111943426822,55958.40259971068,32246.060008383884,19585440.909898736,71878568.13932836
2003-09-06,11957.186769947532,52234.8252432297,32045.260543459386,18282188.835130394,67095633.02492854
2003-09-07,9438.080256380257,46197.11798092169,25294.055087099092,16168991.293322591,59340198.04649391
2003-09-08,13828.409131603752,51550.19441038949,37060.13647269806,18042568.043636322,66216224.7201453
2003-09-09,5752.144129060468,43133.864602875256,15415.746265882055,15096852.611006338,55405449.08239326
2003-09-10,11628.839012025164,61695.62582263245,31165.28855222744,21593469.037921354,79248031.36917137
2003-09-11,9172.855265436216,42018.484281192126,24583.25211136906,14706469.498417241,53972743.05919127
2003-09-12,11313.820486053459,47479.334684736634,30321.03890262327,16617767.13965782,60987205.4025442
2003-09-13,11887.756145163657,52510.291439979475,31859.186469038603,18378602.003992815,67449469.35465363
2003-09-14,9674.626888902423,54421.42852005985,25928.000062258496,19047499.982020948,69904324.93401688
2003-09-15,12198.504114660765,50822.344720834284,32691.991027290853,17787820.652292,65281301.793911636
2003-09-16,12295.320762030602,38623.82414935538,32951.459642242015,13518338.452274382,49612302.119846985
2003-09-17,8853.416655001414,45802.83398838824,23727.156635403793,16030991.895935884,58833740.25808469
2003-09-18,7215.748062870269,46410.51939552459,19338.204808492323,16243681.788433606,59614312.16355133
2003-09-19,7786.803077707678,45798.665456312396,20868.632248256577,16029532.909709338,58828385.77863327
2003-09-20,11704.083169501573,47342.25435776453,31366.94289426422,16569789.025217583,60811125.72254853
2003-09-21,11664.328122520688,43910.868796297116,31260.399368355447,15368804.07870399,56403510.96884365
2003-09-22,9929.15602354288,47758.51452149648,26610.138143094922,16715480.082523767,61345811.90286222
2003-09-23,8235.037999034606,39750.6806902437,22069.901837412748,13912738.241585294,51059749.34661803
2003-09-24,5967.751571502032,40211.39979906826,15993.574211625446,14073989.929673892,51651543.04190318
2003-09-25,11555.078793063598,39235.40929701962,30967.611165410442,13732393.253956867,50397883.2420217
2003-09-26,12631.092336551144,44191.34636029296,33851.327461957066,15466971.226102537,56763784.39979631
2003-09-27,13402.79422499378,32023.211479179463,35919.48852298333,11208124.017712811,41133815.145006016
2003-09-28,7469.733714296948,44332.33192208459,20018.886354315822,15516316.172729604,56944880.35391764
2003-09-29,12106.443356252095,43787.800237980584,32445.268194755616,15325730.083293203,56245429.40568606
2003-09-30,11702.33993561892,38521.683326157574,31362.271027458708,13482589.164155152,49481102.232449405
2003-10-01,9880.055461844846,35139.24955680638,26478.54863774419,12298737.344882235,45136366.0557178
2003-10-02,10695.148260254098,30624.042121364608,28662.997337480985,10718414.742477613,39336582.104892835
2003-10-03,7394.844452795633,33606.30903874356,19818.183133492297,11762208.163560243,43167303.96026609
2003-10-04,9454.860938054939,34907.81580429822,25339.027313987237,12217735.531504374,44839089.40062105
2003-10-05,9988.571424278214,44650.04108065499,26769.371417065617,15627514.378229247,57352977.768101335
2003-10-06,6503.041916959421,25693.568129160885,17428.152337451247,8992748.84520631,33003388.261907153
2003-10-07,10090.994494887524,34142.37442805678,27043.865246298566,11949831.049819872,43855879.95283893
2003-10-08,10008.37357125521,25309.759865087013,26822.441170963964,8858415.952780453,32510386.546704262
2003-10-09,10556.94994241717,37777.835259001804,28292.625845678016,13222242.340650631,48525629.390187815
2003-10-10,5399.731837364849,36580.30937159948,14471.281324137795,12803108.280059814,46987407.38781952
2003-10-11,12557.305627926704,37854.95691717404,33653.57908284357,13249234.921010911,48624692.16011004
2003-10-12,9645.724507788751,30254.19861066454,25850.541680873856,10588969.51373259,38861518.1153986
2003-10-13,7997.5231161714655,36325.8787612101,21433.361951339528,12714057.566423533,46660591.26877437
2003-10-14,9795.752708689995,28807.80118949772,26252.61725928919,10082730.416324202,37003620.62790982
2003-10-15,8145.737809120244,38586.21579057026,21830.577328442254,13505175.52669959,49563994.182987496
2003-10-16,12010.308781192989,30977.2960401189,32187.627533597213,10842053.614041615,39790336.76353273
2003-10-17,9056.41037148735,22515.80793099368,24271.1797955861,7880532.775847787,28921555.28736138
2003-10-18,13108.007466164621,27947.34447695965,35129.460009321185,9781570.566935876,35898363.980654664
2003-10-19,9329.580380791214,30024.08581967824,25003.275420520455,10508430.036887383,38565938.23537669
2003-10-20,12507.85432545252,34507.709977446,33521.04959221275,12077698.492106099,44325153.46602938
2003-10-21,7031.234798777841,23994.907629061523,18843.709260724616,8398217.670171533,30821458.849529523
2003-10-22,11345.035097034495,32698.724272368116,30404.69406005245,11444553.49532884,42001511.32785684
2003-10-23,13961.35704081736,34172.67182742823,37416.43686939053,11960435.13959988,43894796.962331556
2003-10-24,12829.954528011369,28182.7015517839,34384.27813507047,9863945.543124365,36200680.14326642
2003-10-25,11674.845455582727,30787.91396650691,31288.58582096171,10775769.888277417,39547075.48997812
2003-10-26,8539.337774222793,28777.67201497469,22885.425234917086,10072185.205241142,36964919.70323499
2003-10-27,8452.810592745196,29565.892047351972,22653.532388557127,10348062.21657319,37977388.33482361
2003-10-28,11512.250292841247,33565.610174814334,30852.830784814545,11747963.561185017,43115026.26954901
2003-10-29,7916.594651950725,38584.45385613379,21216.473667227943,13504558.849646825,49561730.97820385
2003-10-30,12464.310948149929,32803.83432181349,33404.35334104181,11481342.01263472,42136525.18636943
2003-10-31,11767.344616834302,27127.634188588698,31536.48357311593,9494671.966006044,34845446.11524218
2003-11-01,12351.325097203659,25025.49741909924,33101.55126050581,8758924.096684733,32145251.43483297
2003-11-02,10565.253244634554,28449.34000386623,28314.878695620606,9957269.00135318,36543177.23496617
2003-11-03,9657.64747560164,35677.79111639756,25882.495234612397,12487226.890739145,45828122.68901266
2003-11-04,7320.740600559878,27628.53389173577,19619.584809500473,9669986.862107519,35488851.78393459
2003-11-05,12260.796463820076,27355.067762344388,32858.9345230378,9574273.716820534,35137584.54073136
2003-11-06,12166.54019882761,18310.309092693475,32606.327732857997,6408608.182442715,23519592.029564764
2003-11-07,12189.885728586112,35905.311301263304,32668.893752610784,12566858.955442155,46120372.366472706
2003-11-08,7945.057714896484,27173.490132579664,21292.754675922577,9510721.54640288,34904348.07529857
2003-11-09,12298.308124477702,41699.29633579582,32959.46577360024,14594753.717528537,53562746.14332973
2003-11-10,16554.59411715071,38476.81992810844,44366.31223396391,13466886.974837953,49423475.19765529
2003-11-11,16454.574975421878,35173.3135097573,44098.26093413064,12310659.728415055,45180121.20328325
2003-11-12,12071.595184769429,37037.1884038273,32351.87509518207,12963015.941339552,47574268.50471616
2003-11-13,10498.012088407362,26434.44717031604,28134.67239693173,9252056.509610614,33955047.39027095
2003-11-14,12695.105845461816,35470.62086052126,34022.88366583767,12414717.30118244,45562012.49533955
2003-11-15,16020.650322125599,31260.00522767854,42935.34286329661,10941001.829687487,40153476.71495308
2003-11-16,15964.99313632225,25737.994399589144,42786.181605343634,9008298.0398562,33060453.80627225
2003-11-17,12509.759438012345,44431.32067672802,33526.15529387308,15550962.236854805,57072031.40925713
2003-11-18,14016.51009437745,37161.74020038672,37564.24705293157,13006609.070135351,47734255.28739674
2003-11-19,14544.766818691405,44340.90369804834,38979.97507409297,15519316.29431692,56955890.80014309
2003-11-20,13548.52890672481,29997.967797363755,36310.0574700225,10499288.729077313,38532389.63571374
2003-11-21,12685.410201845369,37617.73602282159,33996.89934094559,13166207.607987557,48319981.92131433
2003-11-22,13530.725452159286,41129.18386096465,36262.34421178689,14395214.351337627,52830436.66940909
2003-11-23,14131.985699468902,35194.845475516915,37873.72167457666,12318195.91643092,45207779.01330148
2003-11-24,10822.020048010607,38493.4011409381,29003.01372866843,13472690.399328332,49444773.76553498
2003-11-25,15064.603043720057,34365.30631164748,40373.136157169756,12027857.209076619,44142235.95731119
2003-11-26,12349.677848801919,37294.611875073686,33097.136634789145,13053114.15627579,47904928.95353215
2003-11-27,13541.640177141466,46531.66369205516,36291.59567473913,16286082.292219304,59769922.01244485
2003-11-28,15328.76009566962,41830.31651564276,41081.077056394584,14640610.780474963,53731041.56434311
2003-11-29,16988.11580542251,41165.235353814714,45528.15035853233,14407832.373835148,52876744.811974995
2003-11-30,17566.43671109727,42155.84083465389,47078.05038574069,14754544.292128861,54149177.55211292
2003-12-01,16179.356351112214,35754.1174492644,43360.675020980736,12513941.10724254,45926163.86358012
2003-12-02,16554.31791982405,41803.81306670632,44365.57202512846,14631334.573347213,53696997.88418427
2003-12-03,15091.716106105934,43477.034022838954,40445.7991643639,15216961.907993633,55846250.20233663
2003-12-04,15905.00995281597,42862.37949076292,42625.426673546805,15001832.821767021,55056726.45588496
2003-12-05,13234.01396257765,45672.62586436379,35467.157419708106,15985419.052527325,58666487.92277528
2003-12-06,15521.512510025172,53200.35882433822,41597.65352686746,18620125.588518377,68335860.90986244
2003-12-07,15974.023436108035,38611.532815807186,42810.38280876954,13514036.485532515,49596513.90190433
2003-12-08,17613.47488818711,47916.806345169985,47204.11270034146,16770882.220809493,61549137.75037084
2003-12-09,17688.65708927894,52549.755234365,47405.60099926756,18392414.33202775,67500160.59854184
2003-12-10,16892.23420591522,53060.879824394375,45271.18767185279,18571307.93853803,68156700.13443457
2003-12-11,18415.262135155703,49992.777875546984,49352.902522217286,17497472.256441444,64215723.1811401
2003-12-12,17415.950291579098,50980.92249384692,46674.74678143198,17843322.87284642,65484994.94334637
2003-12-13,17073.37540828886,61983.476404868146,45756.64609421414,21694216.74170385,79617775.44205312
2003-12-14,17977.271102347557,50031.522993528175,48179.086554291454,17511033.04773486,64265491.28518694
2003-12-15,15170.829213616104,50054.896492268206,40657.82229249116,17519213.77229387,64295514.5443185
2003-12-16,16572.961305980887,54956.51244216689,44415.53630002878,19234779.354758408,70591640.23196335
2003-12-17,16101.52371989548,52248.26753292953,43152.08356931989,18286893.636525337,67112899.64604798
2003-12-18,17481.604117888885,52572.386365801955,46850.69903594221,18400335.22803068,67529230.2868726
2003-12-19,16657.34608836546,58194.6124707821,44641.68751681943,20368114.364773735,74750979.7187196
2003-12-20,19786.293838582063,66136.74805524475,53027.267487399935,23147861.81933566,84952652.87696187
2003-12-21,16377.932809554035,52554.13785060162,43892.85992960482,18393948.247710567,67505790.06909777
2003-12-22,17593.34302161554,59389.95575830007,47150.15929792965,20786484.515405025,76286398.17153645
2003-12-23,16879.007051141638,62723.40516634565,45235.73889705959,21953191.808220975,80568213.93617098
2003-12-24,18797.098660572567,63017.54486564758,50376.22441033448,22056140.70297665,80946036.37992431
2003-12-25,19325.311526489113,63277.61961653364,51791.83489099082,22147166.865786772,81280102.39743745
2003-12-26,15484.78075126768,66514.65874989517,41499.212413397385,23280130.56246331,85438079.16424035
2003-12-27,19205.27554178594,65171.35847063545,51470.13845198633,22809975.464722406,83712609.95553122
2003-12-28,20135.72789634168,71842.30944652099,53963.750762195705,25144808.30628234,92281446.48405619
2003-12-29,21673.688379435003,56912.5828398983,58085.484856885814,19919403.993964404,73104212.65784936
2003-12-30,21233.89541384342,63958.07231916407,56906.83970910037,22385325.311707426,82154143.89396626
2003-12-31,18709.710087477233,63786.29499941326,50142.023034438986,22325203.24979464,81933495.92674632
2004-01-01,20946.89449590281,72109.31329007992,56137.67724901953,25238259.65152797,92624412.92110765
2004-01-02,20955.543894328814,52294.86168533721,56160.85763680122,18303201.58986802,67172749.83481564
2004-01-03,22742.78703672127,60079.78519470752,60950.66925841301,21027924.81814763,77172484.0826018
2004-01-04,19196.72497004318,71617.92115415377,51447.22291971572,25066272.403953817,91993219.7225105
2004-01-05,22698.155514979335,66475.68158855147,60831.05678014462,23266488.555993013,85388013.00049436
2004-01-06,20364.66311240969,63682.18582210278,54577.29714125797,22288765.037735973,81799767.68849102
2004-01-07,19728.547828659463,70270.3865497077,52872.50818080736,24594635.292397697,90262311.52309954
2004-01-08,20795.409057376077,70487.96099262049,55731.69627376789,24670786.34741717,90541785.895021
2004-01-09,20627.68299924557,63859.28592328469,55282.19043797813,22350750.07314964,82027252.76845917
2004-01-10,23542.609708084346,68680.9361562226,63094.19401766605,24038327.65467791,88220662.49266793
2004-01-11,18317.573694560335,62103.386220585286,49091.097501421704,21736185.177204847,79771799.60034178
2004-01-12,20442.48218563789,73192.93055830755,54785.85225750955,25617525.69540764,94016319.30214603
2004-01-13,20816.91246796411,71352.75939581131,55789.325414143816,24973465.78853396,91652619.44391963
2004-01-14,23216.112435466228,67789.81465493958,62219.1813270495,23726435.12922885,87076016.92426987
2004-01-15,21496.41251988152,68462.73797717324,57610.385553282475,23961958.29201063,87940386.93167901
2004-01-16,23442.37304412404,71358.51362822618,62825.559758252435,24975479.76987916,91660010.7554565
2004-01-17,23691.621887035595,68825.2263914946,63493.5466572554,24088829.237023104,88406003.29987478
2004-01-18,23095.16696088342,66080.07416112584,61895.04745516757,23128025.956394043,84879855.25996614
2004-01-19,23716.767341135994,68842.68240001106,63560.93647424447,24094938.84000387,88428425.54281421
2004-01-20,19479.065390011066,62554.181872437905,52203.89524522966,21893963.655353263,80350846.61514647
2004-01-21,21877.920403256896,75059.65804269636,58632.82668072848,26270880.314943723,96414130.75584346
2004-01-22,23319.142631901213,68036.9500403799,62495.302253495254,23812932.51413296,87393462.32686797
2004-01-23,28465.57480871059,74785.54421432992,76287.74048734439,26174940.47501547,96062031.54330677
2004-01-24,24385.513952803485,75380.65352942511,65353.177393513346,26383228.73529879,96826449.45854656
2004-01-25,26716.976924971663,68138.29097688114,71601.49815892406,23848401.841908395,87523634.7598038
2004-01-26,24551.151274246753,72603.48920290737,65797.0854149813,25411221.221017577,93259181.88113451
2004-01-27,23285.85751019486,67573.36916693137,62406.09812732223,23650679.20842598,86797992.69492334
2004-01-28,21921.92955446901,73951.05114722638,58750.771205976955,25882867.90152923,94990125.19861227
2004-01-29,21148.109807357974,68442.91469017141,56676.934283719376,23955020.141559992,87914923.91952518
2004-01-30,25021.496063032668,67238.57993841945,67057.60944892756,23533502.97844681,86367955.9308998
2004-01-31,28944.006946232763,79570.17576758542,77569.93861590381,27849561.518654894,102207890.77346346
2004-02-01,26468.752739094398,61023.93890959018,70936.257340773,21358378.61835656,78385249.52936856
2004-02-02,25891.671948504376,73528.96020055903,69389.68082199173,25735136.07019566,94447949.37761807
2004-02-03,26341.75181992798,70859.66030779705,70595.89487740699,24800881.107728966,91019233.66536531
2004-02-04,26535.434833414638,76613.14685657091,71114.96535355123,26814601.39979982,98409587.13726534
2004-02-05,27057.83606048634,66348.82788207158,72515.0006421034,23222089.75872505,85225069.41452093
2004-02-06,26533.869201773407,71348.68257903102,71110.76946075274,24972038.902660854,91647382.77276534
2004-02-07,28614.158515738636,74015.10998526817,76685.94482217955,25905288.494843856,95072408.77607694
2004-02-08,25261.27702757636,60210.803575527505,67700.22243390465,21073781.251434624,77340777.19276507
2004-02-09,26707.221042346744,77240.34851460376,71575.35239348927,27034121.980111316,99215227.66700853
2004-02-10,26836.260940888402,63496.581758407265,71921.17932158092,22223803.61544254,81561359.26867412
2004-02-11,25701.38877795978,59935.003098574416,68879.72192493221,20977251.084501043,76986511.48011883
2004-02-12,27187.794565966826,53023.60299933205,72863.28943679109,18558261.049766216,68108818.05264202
2004-02-13,27296.21987528954,72769.46858704727,73153.86926577597,25469314.005466547,93472382.40006222
2004-02-14,24717.215138990454,70223.70735246889,66242.13657249442,24578297.573364113,90202352.0942463
2004-02-15,25948.30550532102,59923.50947839902,69541.45875426034,20973228.317439657,76971747.92500354
2004-02-16,25741.96703727655,51038.921842240146,68988.47165990116,17863622.644784052,65559495.10635747
2004-02-17,24833.5853484213,66551.62132414323,66554.0087337691,23293067.463450126,85485557.59086196
2004-02-18,29232.80697119359,61673.179762127926,78343.92268279883,21585612.916744772,79219199.4044533
2004-02-19,29407.380462964848,56162.56782651377,78811.7796407458,19656898.739279818,72140818.37315693
2004-02-20,31069.43559823094,62968.26106392163,83266.08740325892,22038891.372372568,80882731.33660732
2004-02-21,31848.00426850456,57698.92693641446,85352.65143959223,20194624.42774506,74114271.64982437
2004-02-22,29795.29429819111,56415.29214205835,79851.38871915218,19745352.24972042,72465442.75647394
2004-02-23,31589.30003558781,68287.2690643024,84659.32409537534,23900544.172505837,87714997.11309642
2004-02-24,26461.09833493199,60145.556090340724,70915.74353761775,21050944.631619252,77256966.79804265
2004-02-25,28371.711780478723,65287.69272743433,76036.18757168298,22850692.454602014,83862041.3083894
2004-02-26,28268.457375135204,55142.989455781535,75759.46576536234,19300046.309523534,70831169.95595136
2004-02-27,26621.202467813902,54856.1668245034,71344.82261374126,19199658.388576187,70462746.28607461
2004-02-28,25972.961164949436,67136.60450298108,69607.53592206449,23497811.57604338,86236968.4840792
2004-02-29,25043.12374978391,52288.728224964434,67115.57164942089,18301054.87873755,67164871.4049668
2004-03-01,30022.827061600045,69268.39246176158,80461.17652508813,24243937.361616552,88975250.11713274
2004-03-02,26072.9151868323,56643.18875608995,69875.41270071057,19825116.06463148,72758175.95719753
2004-03-03,28538.010992717554,58255.69938347938,76481.86946048305,20389494.784217782,74829445.85807925
2004-03-04,29902.917042326353,56581.36043239244,80139.81767343463,19803476.15133735,72678757.47540808
2004-03-05,27300.24672086551,57020.19475842948,73164.66121191958,19957068.165450316,73242440.16720265
2004-03-06,28873.626372941526,50944.16889991974,77381.31867948329,17830459.11497191,65437784.95194691
2004-03-07,29517.17435102487,61514.16404760811,79106.02726074666,21529957.416662835,79014943.7191526
2004-03-08,30237.71985481875,44067.521670539725,81037.08921091426,15423632.584688902,56604731.58580827
2004-03-09,31739.109987619493,48985.16453715614,85060.81476682024,17144807.58800465,62921443.84797706
2004-03-10,28556.481437531544,46825.25988490395,76531.37025258454,16388840.959716382,60147046.32215912
2004-03-11,28225.575379328166,43596.88934696405,75644.54201659949,15258911.271437418,56000204.36617532
2004-03-12,31298.818569660194,49907.934820033435,83880.83376668932,17467777.187011704,64106742.27633295
2004-03-13,28970.927098645883,60636.54268874295,77642.08462437097,21222789.941060033,77887639.08369032
2004-03-14,28135.868304671647,51940.66392324113,75404.12705652002,18179232.373134393,66717782.80940322
2004-03-15,27793.786044229055,47206.61151213455,74487.34659853387,16522314.029247092,60636892.48733683
2004-03-16,30606.945890259998,49205.385051378275,82026.6149858968,17221884.767982394,63204317.09849539
2004-03-17,28854.330330707584,43461.466327919596,77329.60528629633,15211513.214771857,55826253.49821272
2004-03-18,29760.12644157373,41220.84635269279,79757.13886341761,14427296.223442476,52948177.140033886
2004-03-19,29750.283596581547,49570.58778740191,79730.76003883855,17349705.72559067,63673420.01291775
2004-03-20,28841.84118668626,42797.65130852121,77296.13438031918,14979177.95798242,54973583.10579548
2004-03-21,30203.56896117263,34906.018353797415,80945.56481594265,12217106.423829094,44836780.575452775
2004-03-22,31188.268429269818,46502.5874595324,83584.55939044312,16275905.610836336,59732573.59176935
2004-03-23,28108.347759406024,31234.81523009611,75330.37199520814,10932185.330533637,40121120.163058445
2004-03-24,31201.791397708323,41685.935273031704,83620.80094585831,14590077.345561096,53545583.85820922
2004-03-25,32563.426041056347,37179.21969322153,87269.98179003102,13012726.892627535,47756707.69594306
2004-03-26,32576.393671752463,36225.14666343619,87304.73504029661,12678801.332202667,46531200.88918379
2004-03-27,27598.235719750624,47236.233344358174,73963.27172893168,16532681.67052536,60674941.73082808
2004-03-28,27696.60842569727,37009.918353740606,74226.91058086869,12953471.42380921,47539240.1253798
2004-03-29,31656.255068909377,45303.115504631096,84838.76358467713,15856090.426620882,58191851.865698636
2004-03-30,29932.111212478496,32603.403448111025,80218.05804944238,11411191.206838857,41879071.7290986
2004-03-31,29062.86987933018,24841.452689795107,77888.4912766049,8694508.441428287,31908845.980041813
2004-04-01,34637.76231122441,37637.13087247931,92829.20299408142,13172995.805367758,48344894.60569967
2004-04-02,26321.710994048473,30741.11536256216,70542.18546404991,10759390.376896756,39486962.683211096
2004-04-03,28243.132343943573,35088.614125562446,75691.59468176878,12281014.943946855,45071324.84428496
2004-04-04,27448.84571348592,36665.071489000795,73562.90651214228,12832775.021150278,47096284.32762152
2004-04-05,28953.09860487377,33272.596427551915,77594.3042610617,11645408.74964317,42738650.11119043
2004-04-06,29481.80482377412,37286.50748688389,79011.23692771465,13050277.620409362,47894518.86690236
2004-04-07,29621.2063284499,34037.86288925536,79384.83296024574,11913252.011239376,43721634.88124851
2004-04-08,28671.543833965043,34550.83319170821,76839.73747502633,12092791.617097871,44380545.23474919
2004-04-09,30936.602491543832,30674.53107585129,82910.09467733747,10736085.876547951,39401435.16693098
2004-04-10,30469.610855331757,24123.501399428817,81658.55709228912,8443225.489800084,30986637.54756631
2004-04-11,30255.080288588353,35195.99900309075,81083.6151734168,12318599.651081761,45209260.71947006
2004-04-12,30550.31963788158,30634.145277152875,81874.85662952265,10721950.847003505,39349559.608502865
2004-04-13,28830.5620924345,32083.732147155806,77265.90640772445,11229306.251504531,41211553.943021625
2004-04-14,30068.630678722573,25178.04072541173,80583.9302189765,8812314.253894106,32341193.311791368
2004-04-15,31282.62991385923,26435.281860455987,83837.44816914274,9252348.651159594,33956119.54975571
2004-04-16,30405.989920854667,28569.81827846137,81488.0529878905,9999436.39746148,36697931.57868363
2004-04-17,31117.587471431878,37461.71627591089,83395.13442343744,13111600.696568811,48119574.55640753
2004-04-18,30308.293595590116,26657.92522629528,81226.22683618152,9330273.829203349,34242104.95317629
2004-04-19,30555.260564154072,31369.740134711607,81888.09831193292,10979409.047149062,40294431.20303706
2004-04-20,28578.25239416894,27033.49598087307,76589.71641637276,9461723.593305575,34724525.58743146
2004-04-21,28905.647728089614,22911.405023821215,77467.13591128017,8018991.758337425,29429699.75309835
2004-04-22,30278.52457839729,21933.550809979846,81146.44587010474,7676742.783492945,28173646.015419107
2004-04-23,28573.115114430642,38891.40732419057,76575.94850667413,13611992.5634667,49956012.70792279
2004-04-24,26851.58593107987,31199.447772615855,71962.25029529406,10919806.720415547,40075690.66392506
2004-04-25,29404.86107740749,32470.160216138116,78805.02768745208,11364556.07564834,41707920.79762941
2004-04-26,29064.016911319264,30581.81399153402,77891.56532233563,10703634.897036906,39282340.07212544
2004-04-27,31850.764018929727,32583.64063478637,85360.04757073168,11404274.22217523,41853686.39538309
2004-04-28,26328.310157403605,30652.42612078739,70559.87122184166,10728349.142275585,39373041.352151394
2004-04-29,29086.59534109723,33503.38810383309,77952.07551414058,11726185.83634158,43035102.019373596
2004-04-30,30725.926453869346,34144.450424610586,82345.48289636985,11950557.648613704,43858546.57041229
2004-05-01,27591.880617378676,21953.92876098852,73946.24005457485,7683875.066345982,28199821.493489753
2004-05-02,30020.833535353562,32940.12127769388,80455.83387474755,11529042.447192857,42311585.78119779
2004-05-03,27941.447315869464,23237.86869228829,74883.07880653016,8133254.042300901,29849042.33524431
2004-05-04,29527.36485183533,29408.781318436195,79133.33780291869,10293073.461452667,37775579.603531286
2004-05-05,29398.355910932318,34273.361540373364,78787.59384129861,11995676.539130677,44024132.89860958
2004-05-06,28117.6154995756,33962.79416497195,75355.20953886262,11886977.95774018,43625209.10490646
